date,link,title,content,company_name,ticker,category,source
2026-04-22 17:27:00,https://biznes.pap.pl/wiadomosci/firmy/wyniki-orange-polska-w-i-kwartale-2026-vs-konsensus-pap-tabela,Wyniki Orange Polska w I kwartale 2026 vs. konsensus PAP (tabela),,orangepl,OPL.WA,profiles,pap
2026-04-22 17:22:00,https://biznes.pap.pl/wiadomosci/firmy/orange-polska-sa-142026-orange-polska-informuje-o-bardzo-dobrych-wynikach,ORANGE POLSKA SA (14/2026) Orange Polska informuje o bardzo dobrych wynikach finansowych w 1 kw. 2026 roku,,orangepl,OPL.WA,profiles,pap
2026-04-22 17:19:00,https://biznes.pap.pl/wiadomosci/firmy/orange-polska-sa-raport-okresowy-kwartalny-skonsolidowany-12026-qsr,ORANGE POLSKA SA Raport okresowy kwartalny skonsolidowany 1/2026 QSr,,orangepl,OPL.WA,profiles,pap
2026-04-27 07:29:00,https://biznes.pap.pl/wiadomosci/firmy/alior-bank-sees-minimal-impact-persian-gulf-war-quality-its-loan-portfolio-cor-not,Alior Bank sees minimal impact of Persian Gulf war on quality of its loan portfolio; CoR not to exceed 0.8 pct,,alior,ALR.WA,profiles,pap
2026-04-27 07:22:00,https://biznes.pap.pl/wiadomosci/firmy/update-alior-bank-nets-pln-4032-mln-q1-2026-against-pln-382-mln-consensus,UPDATE: Alior Bank nets PLN 403.2 mln in Q1 2026 against PLN 382 mln consensus,,alior,ALR.WA,profiles,pap
2026-04-24 19:03:00,https://biznes.pap.pl/wiadomosci/firmy/zysk-netto-alior-banku-w-i-kw-26-wyniosl-4032-mln-zl-powyzej-oczekiwan-opis,"Zysk netto Alior Banku w I kw. '26 wyniósł 403,2 mln zł; powyżej oczekiwań (opis)",,alior,ALR.WA,profiles,pap
2026-04-24 18:20:00,https://biznes.pap.pl/wiadomosci/firmy/alior-bank-widzi-znikomy-wplyw-wojny-na-jakosc-portfela-kredytowego-cor-nie,"Alior Bank widzi znikomy wpływ wojny na jakość portfela kredytowego; CoR nie powinien przekraczać 0,8 proc.",,alior,ALR.WA,profiles,pap
2026-04-24 18:14:00,https://biznes.pap.pl/wiadomosci/firmy/zysk-netto-alior-banku-w-i-kw-26-wyniosl-4032-mln-zl-powyzej-oczekiwan,"Zysk netto Alior Banku w I kw. '26 wyniósł 403,2 mln zł; powyżej oczekiwań",,alior,ALR.WA,profiles,pap
2026-04-24 18:07:00,https://biznes.pap.pl/wiadomosci/firmy/wyniki-alior-banku-w-i-kw-2026-roku-vs-konsensus-pap-tabela,Wyniki Alior Banku w I kw. 2026 roku vs. konsensus PAP (tabela),,alior,ALR.WA,profiles,pap
2026-04-24 18:06:00,https://biznes.pap.pl/wiadomosci/firmy/alior-bank-nets-pln-4032-mln-q1-2026-against-pln-382-mln-consensus,Alior Bank nets PLN 403.2 mln in Q1 2026 against PLN 382 mln consensus,,alior,ALR.WA,profiles,pap
2026-04-24 17:54:00,https://biznes.pap.pl/wiadomosci/firmy/alior-bank-sa-raport-okresowy-kwartalny-skonsolidowany-12026-qsr,ALIOR BANK SA Raport okresowy kwartalny skonsolidowany 1/2026 QSr,,alior,ALR.WA,profiles,pap
2026-04-23 09:23:00,https://biznes.pap.pl/wiadomosci/firmy/kurs-pepco-rosnie-o-76-proc-przy-duzych-obrotach-wig20-lekko-znizkuje,"Kurs Pepco rośnie o 7,6 proc. przy dużych obrotach; WIG20 lekko zniżkuje",,pepco,PCO.WA,profiles,pap
2026-04-22 18:37:00,https://biznes.pap.pl/wiadomosci/firmy/pepco-podwyzszylo-cele-na-rok-obrotowy-26-zysk-netto-w-ujeciu-bazowym-wzrosnie-o,Pepco podwyższyło cele na rok obrotowy '26; zysk netto w ujęciu bazowym wzrośnie o co najmniej 50 proc. rdr (opis),,pepco,PCO.WA,profiles,pap
2026-04-22 18:25:00,https://biznes.pap.pl/wiadomosci/firmy/pepco-retailer-expects-underlying-ebitda-percentage-growth-low-teens-fy26,Pepco retailer expects underlying EBITDA percentage growth of the low-teens in FY26,,pepco,PCO.WA,profiles,pap
2026-04-22 18:13:00,https://biznes.pap.pl/wiadomosci/firmy/pepco-spodziewa-sie-ze-bazowa-ebitda-wzrosnie-w-tempie-niskich-kilkunastu-proc-rdr,"Pepco spodziewa się, że bazowa EBITDA wzrośnie w tempie niskich kilkunastu proc. rdr",,pepco,PCO.WA,profiles,pap
2026-04-22 17:45:00,https://biznes.pap.pl/wiadomosci/firmy/pepco-group-nv-202026-upgrade-fy26-full-year-outlook,PEPCO GROUP NV (20/2026) Upgrade to FY26 full year outlook,,pepco,PCO.WA,profiles,pap
2026-04-27 09:34:00,https://biznes.pap.pl/wiadomosci/rynki/dzien-na-rynkach-w-europie-na-gieldach-wzrosty-indeksow-10,DZIEŃ NA RYNKACH: W Europie na giełdach wzrosty indeksów,,Nan,Nan,market,pap
2026-04-27 09:29:00,https://biznes.pap.pl/wiadomosci/gospodarka/dzien-na-fxfi-przy-braku-geopolitycznej-eskalacji-eurpln-w-zakresie-422-425,"DZIEŃ NA FX/FI: Przy braku geopolitycznej eskalacji EUR/PLN w zakresie 4,22-4,25",,Nan,Nan,market,pap
2026-04-27 09:00:00,https://biznes.pap.pl/wiadomosci/rynki/gaz-w-europie-drozeje-pomimo-doniesien-dot-ciesniny-ormuz,Gaz w Europie drożeje pomimo doniesień dot. Cieśniny Ormuz,,Nan,Nan,market,pap
2026-04-27 08:31:00,https://biznes.pap.pl/wiadomosci/firmy/dzien-na-gpw-poniedzialkowa-sesja-moze-rozpoczac-sie-od-wzrostow-23,DZIEŃ NA GPW: Poniedziałkowa sesja może rozpocząć się od wzrostów,,Nan,Nan,market,pap
2026-04-27 08:24:00,https://biznes.pap.pl/wiadomosci/rynki/dzien-na-rynkach-w-azji-na-gieldach-indeksy-ida-w-gore-6,DZIEŃ NA RYNKACH: W Azji na giełdach indeksy idą w górę,,Nan,Nan,market,pap
2026-04-27 08:04:00,https://biznes.pap.pl/wiadomosci/rynki/ceny-miedzi-w-londynie-lekko-zwyzkuja,Ceny miedzi w Londynie lekko zwyżkują,,Nan,Nan,market,pap
2026-04-27 07:58:00,https://biznes.pap.pl/wiadomosci/rynki/ceny-ropy-rosna-pomimo-sygnalow-z-iranu-dot-ciesniny-ormuz,Ceny ropy rosną pomimo sygnałów z Iranu dot. Cieśniny Ormuz,,Nan,Nan,market,pap
2026-04-27 07:00:00,https://biznes.pap.pl/wiadomosci/rynki/kalendarium-rynku-kapitalowego-gpw-2026-04-27,Kalendarium rynku kapitałowego GPW 2026-04-27,,Nan,Nan,market,pap
2026-04-27 07:00:00,https://biznes.pap.pl/wiadomosci/rynki/kalendarium-rynku-newconnect-2026-04-27,Kalendarium rynku NewConnect 2026-04-27,,Nan,Nan,market,pap
2026-04-27 06:35:00,https://biznes.pap.pl/wiadomosci/rynki/rentownosci-obligacji-wybranych-panstw-tabela-2598,Rentowności obligacji wybranych państw (tabela),,Nan,Nan,market,pap
2026-04-27 06:34:00,https://biznes.pap.pl/wiadomosci/rynki/notowania-metali-bazowych-wegla-i-paliw-tabela-2509,"Notowania metali bazowych, węgla i paliw (tabela)",,Nan,Nan,market,pap
2026-04-27 06:33:00,https://biznes.pap.pl/wiadomosci/rynki/zamkniecia-na-gieldach-w-ameryce-polnocnej-i-poludniowej-tabela-3117,Zamknięcia na giełdach w Ameryce Północnej i Południowej (tabela),,Nan,Nan,market,pap
2026-04-27 06:30:00,https://biznes.pap.pl/wiadomosci/gospodarka/tydzien-na-rynkach-decyzje-fed-ebc-boe-boj-i-mnb-wyniki-spolek-inflacja-i-pkb,"TYDZIEŃ NA RYNKACH: Decyzje Fed, EBC, BoE, BoJ i MNB, wyniki spółek, inflacja i PKB za I kw.",,Nan,Nan,market,pap
2026-04-27 06:30:00,https://biznes.pap.pl/wiadomosci/gospodarka/tydzien-w-kraju-cpi-za-iv-aukcja-mf-i-bgk-plan-budzetowy-dla-ke-kumulacja,"TYDZIEŃ W KRAJU: CPI za IV, aukcja MF i BGK, plan budżetowy dla KE, kumulacja wyników na GPW",,Nan,Nan,market,pap
2026-04-24 22:08:00,https://biznes.pap.pl/wiadomosci/rynki/dzien-na-rynkach-wzrosty-na-wall-street-na-koniec-tygodnia-intel-gwiazda-sesji,"DZIEŃ NA RYNKACH: Wzrosty na Wall Street na koniec tygodnia, Intel gwiazdą sesji",,Nan,Nan,market,pap
2026-04-24 18:13:00,https://biznes.pap.pl/wiadomosci/rynki/dzien-na-rynkach-spadki-na-gieldach-w-europie-na-koniec-tygodnia-w-tle-wyniki,"DZIEŃ NA RYNKACH: Spadki na giełdach w Europie na koniec tygodnia, w tle wyniki spółek i Iran",,Nan,Nan,market,pap
2026-04-24 18:06:00,https://biznes.pap.pl/wiadomosci/rynki/zamkniecia-na-gieldach-w-europie-tabela-2859,Zamknięcia na giełdach w Europie (tabela),,Nan,Nan,market,pap
2026-04-24 17:29:00,https://biznes.pap.pl/wiadomosci/firmy/chaos-informacyjny-dot-bliskiego-wschodu-utrudnia-podejmowanie-decyzji-na-rynku,Chaos informacyjny dot. Bliskiego Wschodu utrudnia podejmowanie decyzji na rynku długu - Obligacje.pl,,Nan,Nan,market,pap
2026-04-24 16:56:00,https://biznes.pap.pl/wiadomosci/gospodarka/dzien-na-fxfi-eurpln-z-malymi-zmianami-dzieki-stabilizacji-usd-kluczowe,DZIEŃ NA FX/FI: EUR/PLN z małymi zmianami dzięki stabilizacji USD; kluczowe efekty rozmów Iran-USA,,Nan,Nan,market,pap
2026-04-24 16:12:00,https://biznes.pap.pl/wiadomosci/firmy/dzien-na-gpw-gielda-konczy-tydzien-spadkami-ale-wyceny-spolek-nadal-bardzo-wysokie,"DZIEŃ NA GPW: Giełda kończy tydzień spadkami, ale wyceny spółek nadal bardzo wysokie",,Nan,Nan,market,pap
2026-04-24 15:32:00,https://biznes.pap.pl/wiadomosci/rynki/po-otwarciu-sesji-dji-rosnie-o-01-proc-sp-500-w-gore-o-04-proc,"Po otwarciu sesji DJI rośnie o 0,1 proc., a S&P 500 w górę o 0,4 proc.",,Nan,Nan,market,pap
2026-04-24 15:24:00,https://biznes.pap.pl/wiadomosci/gospodarka/mf-utrzymuje-oprocentowanie-obligacji-detalicznych-w-ofercie-na-maj,MF utrzymuje oprocentowanie obligacji detalicznych w ofercie na maj,,Nan,Nan,market,pap
2026-04-24 14:23:00,https://biznes.pap.pl/wiadomosci/firmy/polska-chce-pozyczka-safe-nie-wplywala-na-deficyt-finansow-publ-premier,"Polska chce, by pożyczka SAFE nie wpływała na deficyt finansów publ. - premier",,Nan,Nan,market,pap
2026-04-24 14:17:00,https://biznes.pap.pl/wiadomosci/rynki/dzien-na-rynkach-mocne-wzrosty-futures-na-nasdaq-po-prognozach-intela,DZIEŃ NA RYNKACH: Mocne wzrosty futures na Nasdaq po prognozach Intela,,Nan,Nan,market,pap
2026-04-24 12:47:00,https://biznes.pap.pl/wiadomosci/firmy/za-kilka-dni-polska-podpisze-umowe-pozyczki-safe-sobkowiak-czarnecka,Za kilka dni Polska podpisze umowę pożyczki SAFE - Sobkowiak-Czarnecka,,Nan,Nan,market,pap
2026-04-24 11:09:00,https://biznes.pap.pl/wiadomosci/firmy/dzien-na-gpw-wig20-i-wig-spadaja-piaty-dzien-z-rzedu-rainbow-tours-traci-7-proc,DZIEŃ NA GPW: WIG20 i WIG spadają piąty dzień z rzędu; Rainbow Tours traci 7 proc.,,Nan,Nan,market,pap
2026-04-24 09:32:00,https://biznes.pap.pl/wiadomosci/rynki/dzien-na-rynkach-w-europie-na-gieldach-przewaga-spadkow-7,DZIEŃ NA RYNKACH: W Europie na giełdach przewaga spadków,,Nan,Nan,market,pap
2026-04-24 09:28:00,https://biznes.pap.pl/wiadomosci/firmy/odsetek-bykow-na-gpw-spadl-do-531-proc-spadkow-oczekuje-234-proc-ini,"Odsetek ""byków"" na GPW spadł do 53,1 proc., spadków oczekuje 23,4 proc. - INI",,Nan,Nan,market,pap
2026-04-24 09:18:00,https://biznes.pap.pl/wiadomosci/gospodarka/dzien-na-fxfi-geopolityka-i-dane-z-zagranicy-caly-czas-w-centrum-uwagi,DZIEŃ NA FX/FI: Geopolityka i dane z zagranicy cały czas w centrum uwagi krajowych rynków FI i FX,,Nan,Nan,market,pap
2026-04-24 09:04:00,https://biznes.pap.pl/wiadomosci/rynki/gaz-w-europie-coraz-drozszy,Gaz w Europie coraz droższy,,Nan,Nan,market,pap
2026-04-24 09:04:00,https://biznes.pap.pl/wiadomosci/rynki/najwazniejsze-indeksy-gieldowe-w-azji-709,Najważniejsze indeksy giełdowe w Azji,,Nan,Nan,market,pap
2026-04-24 08:41:00,https://biznes.pap.pl/wiadomosci/firmy/dzien-na-gpw-sesja-moze-rozpoczac-sie-neutralnie-7,DZIEŃ NA GPW: Sesja może rozpocząć się neutralnie,,Nan,Nan,market,pap
2026-04-24 08:20:00,https://biznes.pap.pl/wiadomosci/rynki/dzien-na-rynkach-w-azji-na-gieldach-koniec-tygodnia-pod-znakiem-wahan,DZIEŃ NA RYNKACH: W Azji na giełdach koniec tygodnia pod znakiem wahań,,Nan,Nan,market,pap
2026-04-24 08:01:00,https://biznes.pap.pl/wiadomosci/rynki/ceny-miedzi-w-londynie-ida-w-dol-bedzie-tygodniowa-znizka,Ceny miedzi w Londynie idą w dół - będzie tygodniowa zniżka,,Nan,Nan,market,pap
2026-04-24 07:53:00,https://biznes.pap.pl/wiadomosci/rynki/ceny-ropy-rosna-od-poczatku-tygodnia-tak-zle-nie-bylo-od-stycznia-2026,Ceny ropy rosną od początku tygodnia - tak źle nie było od stycznia 2026,,Nan,Nan,market,pap
2026-04-24 07:00:00,https://biznes.pap.pl/wiadomosci/rynki/kalendarium-rynku-kapitalowego-gpw-2026-04-24,Kalendarium rynku kapitałowego GPW 2026-04-24,,Nan,Nan,market,pap
2026-04-24 07:00:00,https://biznes.pap.pl/wiadomosci/rynki/kalendarium-rynku-newconnect-2026-04-24,Kalendarium rynku NewConnect 2026-04-24,,Nan,Nan,market,pap
2026-04-24 06:32:00,https://biznes.pap.pl/wiadomosci/rynki/rentownosci-obligacji-wybranych-panstw-tabela-2597,Rentowności obligacji wybranych państw (tabela),,Nan,Nan,market,pap
2026-04-24 06:31:00,https://biznes.pap.pl/wiadomosci/rynki/notowania-metali-bazowych-wegla-i-paliw-tabela-2508,"Notowania metali bazowych, węgla i paliw (tabela)",,Nan,Nan,market,pap
2026-04-24 06:31:00,https://biznes.pap.pl/wiadomosci/rynki/zamkniecia-na-gieldach-w-ameryce-polnocnej-i-poludniowej-tabela-3116,Zamknięcia na giełdach w Ameryce Północnej i Południowej (tabela),,Nan,Nan,market,pap
2026-04-23 22:19:00,https://biznes.pap.pl/wiadomosci/rynki/dzien-na-rynkach-spadki-na-wall-street-znizkowaly-akcje-spolek-technologicznych,DZIEŃ NA RYNKACH: Spadki na Wall Street; zniżkowały akcje spółek technologicznych,,Nan,Nan,market,pap
2026-04-23 18:03:00,https://biznes.pap.pl/wiadomosci/rynki/dzien-na-rynkach-przewaga-spadkow-indeksow-gieldowych-w-europie,DZIEŃ NA RYNKACH: Przewaga spadków indeksów giełdowych w Europie,,Nan,Nan,market,pap
2026-04-23 17:59:00,https://biznes.pap.pl/wiadomosci/rynki/zamkniecia-na-gieldach-w-europie-tabela-2858,Zamknięcia na giełdach w Europie (tabela),,Nan,Nan,market,pap
2026-04-23 16:47:00,https://biznes.pap.pl/wiadomosci/gospodarka/dzien-na-fxfi-eurpln-i-usdpln-na-istotnych-poziomach-technicznych,DZIEŃ NA FX/FI: EUR/PLN i USD/PLN na istotnych poziomach technicznych,,Nan,Nan,market,pap
2026-04-23 16:32:00,https://biznes.pap.pl/wiadomosci/gry-i-technologie/akcjonariusze-warner-bros-discovery-zatwierdzili-fuzje-z-paramount,Akcjonariusze Warner Bros. Discovery zatwierdzili fuzję z Paramount,,Nan,Nan,market,pap
2026-04-23 16:15:00,https://biznes.pap.pl/wiadomosci/firmy/dzien-na-gpw-warszawska-gielda-wsrod-najslabszych-w-europie-rynek-ciagna-w-dol,DZIEŃ NA GPW: Warszawska giełda wśród najsłabszych w Europie; rynek ciągną w dół banki,,Nan,Nan,market,pap
2026-04-23 15:36:00,https://biznes.pap.pl/wiadomosci/rynki/po-otwarciu-sesji-dji-spada-o-044-proc-sp-500-znizkuje-021-proc,"Po otwarciu sesji DJI spada o 0,44 proc., a S&P 500 zniżkuje 0,21 proc.",,Nan,Nan,market,pap
2026-04-23 14:45:00,https://biznes.pap.pl/wiadomosci/rynki/dzien-na-rynkach-futures-w-usa-znizkuja-niepokoj-o-rozmowy-usa-iran,DZIEŃ NA RYNKACH: Futures w USA zniżkują; niepokój o rozmowy USA-Iran,,Nan,Nan,market,pap
2026-04-23 14:11:00,https://biznes.pap.pl/wiadomosci/rynki/rynek-ropy-stawia-na-osiagniecie-pokoju-w-iranie-w-ciagu-miesiaca-czorniej,"Rynek ropy stawia na osiągnięcie pokoju w Iranie w ciągu miesiąca - Czorniej, Skarbiec TFI (opinia)",,Nan,Nan,market,pap
2026-04-23 11:03:00,https://biznes.pap.pl/wiadomosci/firmy/dzien-na-gpw-glowne-indeksy-spadaja-przewaznie-ok-1-proc-znizkuje-wiekszosc-blue,DZIEŃ NA GPW: Główne indeksy spadają przeważnie ok. 1 proc.; zniżkuje większość blue chipów,,Nan,Nan,market,pap
2026-04-23 09:39:00,https://biznes.pap.pl/wiadomosci/rynki/dzien-na-rynkach-w-europie-na-gieldach-przewaga-spadkow-indeksow-1,DZIEŃ NA RYNKACH: W Europie na giełdach przewaga spadków indeksów,,Nan,Nan,market,pap
2026-04-23 09:23:00,https://biznes.pap.pl/wiadomosci/firmy/kurs-pepco-rosnie-o-76-proc-przy-duzych-obrotach-wig20-lekko-znizkuje,"Kurs Pepco rośnie o 7,6 proc. przy dużych obrotach; WIG20 lekko zniżkuje",,Nan,Nan,market,pap
2026-04-23 09:15:00,https://biznes.pap.pl/wiadomosci/rynki/gaz-w-europie-drozeje-od-4-dni-najdluzsza-seria-zwyzkowa-od-miesiaca,Gaz w Europie drożeje od 4 dni - to najdłuższa seria zwyżkowa od miesiąca,,Nan,Nan,market,pap
2026-04-23 09:06:00,https://biznes.pap.pl/wiadomosci/gospodarka/dzien-na-fxfi-geopolityka-sprzedaz-detaliczna-i-aukcja-kluczowe-w-czwartek,"DZIEŃ NA FX/FI: Geopolityka, sprzedaż detaliczna i aukcja kluczowe w czwartek dla wyceny aktywów",,Nan,Nan,market,pap
2026-04-23 08:59:00,https://biznes.pap.pl/wiadomosci/rynki/najwazniejsze-indeksy-gieldowe-w-azji-708,Najważniejsze indeksy giełdowe w Azji,,Nan,Nan,market,pap
